name,id,minutes,contributor_id,submitted,tags,nutrition,n_steps,steps,description,ingredients,n_ingredients,calories,total_fat,sugar,sodium,protein,saturated_fat,carbohydrates
acorn squash and sweet potato soup  vegetarian,195031.0,90.0,277247.0,2006-11-10,"['time-to-make', 'course', 'main-ingredient', 'preparation', 'yams-sweet-potatoes', 'soups-stews', 'potatoes', 'vegetables', 'vegetarian', 'dietary', 'squash', '4-hours-or-less']","[151.9, 9.0, 10.0, 1.0, 5.0, 13.0, 7.0]",12.0,"['preheat oven to 375f / 190c', 'cut the sweet potato , squash and shallot in half lengthwise', 'brush the cut sides with oil', 'put the vegetables , cut sides down in a shallow roasting pan with the garlic cloves', 'roast in the preheated oven for about 40 minutes until tender and light brown', 'when cool , scoop the flesh from the potatoe and squash halves and put in a pan with the shallots', 'remove the garlic peel and add the soft insides to the other vegetables', 'add the broth and a pinch of salt', 'bring to just a boil , then reduce the heat and simmer , partially covered , stirring occasionally , until vegetables are very tender', 'let the soup cool slightly , then transfer to a blender and puree until smooth', 'return the soup to the pan and stir in the cream', 'season to taste and simmer for 5-10 minutes until completely heated through']","this is one of my favorite soups.  it can easily be vegan-ized by substituting the cream with plain soy milk.  the original recipe is from the book ""1000 vegetarian recipes from around the world""","sweet potatoes, acorn squash, shallots, olive oil, garlic cloves, vegetable broth, light cream, salt, pepper",9.0,151.9,9.0,10.0,1.0,5.0,13.0,7.0
acorn squash bisque,263891.0,55.0,427189.0,2007-11-07,"['60-minutes-or-less', 'time-to-make', 'course', 'main-ingredient', 'preparation', 'occasion', 'bisques-cream-soups', 'soups-stews', 'vegetables', 'easy', 'fall', 'holiday-event', 'kosher', 'vegetarian', 'dietary', 'thanksgiving', 'seasonal', 'comfort-food', 'squash', 'taste-mood', '3-steps-or-less']","[162.6, 10.0, 4.0, 1.0, 5.0, 20.0, 8.0]",17.0,"['place squashes on a paper towel and microwave on high just until tender when pierced with the', 'remove from the microwave , and halve each squash lengthwise', 'when cool enough to handle , scoop out and discard the seeds', 'scrape out flesh into a bowl', 'discard skin', 'in a large saucepan , heat butter over medium', 'add onion', 'season with salt and pepper', 'cook , stirring occasionally , until tender , 3 to 5 minutes', 'add squash , thyme , broth , and 2 cups water', 'bring to a boil over high heat', 'reduce to medium , and cook until squash is very tender , 10 to 12 minutes', 'working in batches , puree mixture in a blender until very smooth , about 1 minute', 'return to pan', 'add half-and-half , and season generously with salt and pepper', 'thin bisque , if needed , by adding more water', 'serve garnished with thyme']",from everyday food.,"acorn squash, butter, onion, salt and pepper, fresh thyme leave, vegetable broth, half-and-half",7.0,162.6,10.0,4.0,1.0,5.0,20.0,8.0
acorn squash custard,139407.0,130.0,3288.0,2005-09-28,"['time-to-make', 'course', 'main-ingredient', 'cuisine', 'preparation', 'occasion', 'north-american', 'low-protein', 'side-dishes', 'eggs-dairy', 'vegetables', 'american', 'oven', 'holiday-event', 'vegetarian', 'dietary', 'christmas', 'thanksgiving', 'low-sodium', 'low-calorie', 'low-in-something', 'squash', 'brunch', 'equipment', 'presentation', 'served-hot', '4-hours-or-less']","[219.2, 16.0, 43.0, 4.0, 7.0, 31.0, 10.0]",17.0,"['heat oven to 350f line large rimmed baking sheet with foil , spray with nonstick cooking spray', 'generously butter 10 1 / 2 cup nonstick muffing cups', 'cut squash in half', 'rmove seeds', 'place cut side down , on baking sheet', 'bake 40 minutes until almost tender', 'turn squash cut side up , sprinkle with brown sugar and butter', 'bake 30-35 minutes or until tender', 'scoop flesh of squash with butter sugar mixture into a large bowl', 'with a potato masher , mash squash until smooth', 'stir in remaining ingredients until well combined', 'fill muffin cups with squash mixture', 'cover and refrigerate', 'an additional 5-10 minutes baking time may be needed', 'bake 30-35 minutes or until brown around edges and toothpick inserted in center comes out moist but not wet', 'cool in pan 5 minutes , invert onto baking sheet', 'with spatula , gently place custards on serving platter']",perfect for your fall gatherings!  these would also be great for a buffet because they are individual servings.  you can make these a day ahead and add to the baking time.,"acorn squash, brown sugar, butter, eggs, dijon mustard, ground cinnamon, ground allspice, ground nutmeg",8.0,219.2,16.0,43.0,4.0,7.0,31.0,10.0
acorn squash feta casserole,157255.0,110.0,134663.0,2006-02-23,"['time-to-make', 'course', 'main-ingredient', 'preparation', 'casseroles', 'side-dishes', 'eggs-dairy', 'vegetables', 'oven', 'easy', 'vegetarian', 'cheese', 'dietary', 'squash', 'equipment', '3-steps-or-less', '4-hours-or-less']","[272.9, 26.0, 19.0, 35.0, 20.0, 45.0, 7.0]",23.0,"['cut squash in half', 'discard seeds', 'place squash cut side down in a greased 15-in', 'x 10-in', 'x 1-in', 'baking pan', 'bake at 375 for 35-40 minutes or until tender', 'cool slightly', 'carefully scoop out squash', 'place in a bowl and mash', 'in a skillet , saute onion and garlic in butter until tender', 'add peppers', 'saute until crisp-tender', 'in a large bowl , whisk eggs and yogurt until blended', 'stir in squash , onion mixture , feta cheese , salt , pepper and cayenne if desired', 'transfer to a greased 11-in', 'x 7-in', 'x 2-in', 'baking dish', 'sprinkle with sunflower kernels', 'cover and bake at 375 for 25 minutes', 'uncover', 'bake 25-30 minutes longer or until a knife inserted near the center comes out clean']","this tasty recipe is from taste of home.  the leftovers, if there are any, are great hot or cold!","acorn squash, onion, garlic cloves, butter, green pepper, sweet red pepper, eggs, plain yogurt, feta cheese, salt, pepper, cayenne pepper, sunflower seeds",13.0,272.9,26.0,19.0,35.0,20.0,45.0,7.0
acorn squash for 2,103406.0,50.0,4470.0,2004-11-04,"['60-minutes-or-less', 'time-to-make', 'main-ingredient', 'preparation', 'occasion', 'for-1-or-2', 'vegetables', 'dinner-party', 'dietary', 'squash', 'number-of-servings']","[510.4, 33.0, 213.0, 12.0, 9.0, 53.0, 26.0]",12.0,"['preheat oven to350f', 'place prepared squash cut side down on a baking sheet , bake for 45-50 minutes or until tender', 'turn over and sprinkle with one of these toppings', '-browned butter:', 'melt the butter on med-low heat , swirling it until browned- do not let it burn', 'add honey& sage , mix', 'drizzle over the cooked squash& serve', 'maple bacon topping:', 'paint the inside of the squash with the maple syrup , sprinkle in the crumbled bacon& serve', 'marmalade& jalapeno', 'combine the jalapeno& marmalade in a small saucepan , heat until the marmalade has melted', 'pour into the squash cavity& serve']","i am giving you a choice of three toppings they are all good.there are two different toppings in the picture bacon maple syrup and browned butter sage.  i just finished enjoying a butternut squash with ginger marmalade &chili flakes. 3 tbsp ginger marmalade, 1/2 tsp chili flakes, mix together and spoon into squash cavity - i really liked this one","acorn squash, butter, honey, dried sage, bacon, maple syrup, jalapeno, orange marmalade",8.0,510.4,33.0,213.0,12.0,9.0,53.0,26.0
acorn squash in foil on the grill,67203.0,75.0,25792.0,2003-07-23,"['weeknight', 'time-to-make', 'course', 'main-ingredient', 'preparation', 'occasion', 'side-dishes', 'vegetables', 'barbecue', 'easy', 'fall', 'dietary', 'seasonal', 'comfort-food', 'inexpensive', 'squash', 'taste-mood', 'to-go', 'camping', 'equipment', 'grilling', 'presentation', 'served-hot', '4-hours-or-less']","[153.8, 6.0, 34.0, 17.0, 3.0, 12.0, 10.0]",6.0,"['place each piece of squash cut side down in a separate sheet of heavy duty foil', 'wrap tightly and seal', 'place on coals or on top of grill , med heat', 'cook for 30 minutes', 'open foil carefully , turn over and spoon mixture of remaining ingredients into the cavities of the squash', 'reseal foil and cook for additional 30-40 minutes or until tender when fork tested']",if you like acorn squash this is a tasty recipe and one that smells great on the campfire. i like it cause you can leave it and forget about it for 30 minutes at a time.,"acorn squash, honey, salt, pepper, ginger, nutmeg, butter",7.0,153.8,6.0,34.0,17.0,3.0,12.0,10.0
acorn squash lasagna,277615.0,190.0,482933.0,2008-01-08,"['time-to-make', 'course', 'main-ingredient', 'preparation', 'occasion', 'casseroles', 'main-dish', 'pasta', 'vegetables', 'oven', 'fall', 'vegetarian', 'lasagna', 'dietary', 'one-dish-meal', 'seasonal', 'inexpensive', 'pasta-rice-and-grains', 'squash', 'equipment', '4-hours-or-less']","[442.7, 28.0, 1.0, 52.0, 42.0, 57.0, 17.0]",20.0,"['to make the squash puree: preheat oven to 400 degrees', 'place squash , uncut , on a rimmed baking sheet', 'bake , turning occasionally , until very tender when pierced with the', 'when cool enough to handle , halve each squash , scoop out , and discard the seeds', 'scrape out flesh from squash halves , and transfer to a food processor and process until smooth', 'season with butter , salt , and a sprinkle of nutmeg', 'at this point , you could eat some , but reserve 4 cups of puree for the lasagna', 'to make the lasagna: preheat oven to 400 degrees', 'spray an 8 square baking dish with cooking spray', 'set aside', 'in a medium bowl , mix 4 cups of squash puree with sage , pepper , and salt', 'in another bowl , mix ricotta with 1 / 2 cup of parmesan', 'set aside', 'lay 2 lasagna noodles in the bottom of prepared dish', 'spread with half the squash mixture', 'layer with 2 more noodles , and spread with half the ricotta mixture', 'repeat layering with remaining noodles , puree , noodles , and ricotta mixture', 'cover baking dish with foil', 'place on a rimmed baking sheet', 'bake until lasagna is heated through , about 45 minutes , remove foil , and continue baking until golden on top , 20-25 minutes more']","this is a vegetarian dish that i make in the fall.  if you like squash and sage, you will like it:)   this is actually two recipes-one to make the puree which then is used in the lasagna.  i have made the puree ahead of time to make it more convenient for myself--  eating some the first dinner, and reserving 4 cups for the following night’s dinner.  it is good with cranberry bread , a tomato salad, and apple pie.  yes, this recipe did come from everyday foods:)","acorn squash, butter, kosher salt, nutmeg, dried sage, black pepper, part-skim ricotta cheese, parmesan cheese, no-boil lasagna noodles",9.0,442.7,28.0,1.0,52.0,42.0,57.0,17.0
acorn squash medley,470907.0,40.0,1468267.0,2011-12-30,"['60-minutes-or-less', 'time-to-make', 'course', 'main-ingredient', 'preparation', 'low-protein', 'healthy', 'main-dish', 'vegetables', 'easy', 'low-fat', 'dietary', 'low-sodium', 'low-cholesterol', 'low-saturated-fat', 'low-calorie', 'healthy-2', 'low-in-something', '3-steps-or-less']","[325.1, 11.0, 31.0, 8.0, 17.0, 4.0, 20.0]",12.0,"['halve both acorn squash and remove and discard seeds', 'place upside down on microwaveable dish and cook on high for 8-10 minutes until softened', 'scoop out squash leaving approximately 1 / 4 inch on shells to retain their shapes', 'set aside', 'cook sausages , cool and cut into 1 / 2 inch size bites', 'saute thinly sliced garlic , shredded carrots and chopped peppers in olive oil for 3-4 minutes until softened', 'stir in spinach , mushrooms and seasonings and cook 3-4 minutes more', 'remove from heat , combine with cooked rice , sausage and squash', 'fill each half of the acorn shells with equal amounts of the filling', 'bake in 350 degree oven for 20 minutes', 'cool five minutes before serving', 'enjoy']","one of nature's finest creations: squash. squash appeals to most pallets and pairs well with virtually every food category. i served this with a glass of merlot, black seedless grapes and banana-walnut-cranberry bread--a heavenly combination. enjoy!","acorn squash, olive oil, garlic cloves, red peppers, carrots, spinach, mushrooms, sunflower seeds, cooked brown rice, sausage links, basil, salt, cayenne pepper",13.0,325.1,11.0,31.0,8.0,17.0,4.0,20.0
acorn squash microwave baked,170494.0,15.0,233492.0,2006-05-30,"['15-minutes-or-less', 'time-to-make', 'main-ingredient', 'preparation', 'for-1-or-2', 'low-protein', '5-ingredients-or-less', 'vegetables', 'easy', 'microwave', 'dietary', 'low-sodium', 'low-calorie', 'low-in-something', 'squash', 'equipment', 'number-of-servings', '3-steps-or-less']","[236.8, 18.0, 50.0, 4.0, 3.0, 36.0, 11.0]",7.0,"['cut acorn squash in half', 'remove and discards seeds , rinse well in cool water', 'place squash in a micorwave bowl', 'put 1 tablespoon butter and one tablespoon sugar in each half', 'place in microwave on high for 10 minutes', 'to check for doneness pierce squash with fork', 'slips in easily is ready to eat -- be careful is extremely hot and delicious --']",a unique side dish in its own peel....,"acorn squash, butter, sugar",3.0,236.8,18.0,50.0,4.0,3.0,36.0,11.0
acorn squash roasted with applesauce,124174.0,70.0,5060.0,2005-05-31,"['time-to-make', 'course', 'main-ingredient', 'cuisine', 'preparation', 'occasion', 'north-american', 'for-1-or-2', 'side-dishes', 'vegetables', 'canadian', 'easy', 'beginner-cook', 'dinner-party', 'holiday-event', 'vegetarian', 'dietary', 'squash', 'number-of-servings', '4-hours-or-less']","[251.0, 12.0, 0.0, 16.0, 4.0, 24.0, 16.0]",8.0,"['preheat oven to 350f degrees', 'cut squash in half , crossways , scrape out the seeds', 'spray baking dish with veggie spray', 'place skin side down , cut side up in baking dish', 'put 1 teaspoon of butter in each half of squash , sprinkle each half with salt and freshly ground pepper', 'fill each squash half with 1 / 2 cup applesauce , top with remaining butter and sprinkle again with salt and pepper', 'pour water around squash', 'roast on middle rack of oven for approximately 1 hour or until golden brown and caramalized']","i finally found a squash recipe that dh likes and enjoyed. this is so simple, revised to suit our taste, from chef micheal smith, my favourite tv chef.","acorn squash, vegetable oil cooking spray, applesauce, butter, salt, fresh ground pepper, water",7.0,251.0,12.0,0.0,16.0,4.0,24.0,16.0
acorn squash soup,285725.0,45.0,60992.0,2008-02-11,"['60-minutes-or-less', 'time-to-make', 'course', 'main-ingredient', 'cuisine', 'preparation', 'occasion', 'north-american', 'soups-stews', 'vegetables', 'american', 'dietary', 'low-calorie', 'comfort-food', 'low-in-something', 'squash', 'taste-mood']","[315.7, 24.0, 4.0, 30.0, 19.0, 40.0, 11.0]",19.0,"['remove crust from bread', 'with a cookie cutter , make desired shape', 'discard scraps', 'in a small bowl , combine butter , olive oil and salt', 'brush over both sides of bread', 'place on a greased baking pan', 'bake in a preheated 300 degree oven for 10 to 15 minutes or until toasted', 'cool on a wire rack', 'in a large saucepan , saute onion , garlic , and celery in 2t butter until tender , but not browned', 'stir in flour , bouillon , dill , curry and cayenne until well blended', 'cook 1 minute', 'gradually add broth and evaporated milk', 'bring to a boil', 'cook and stir for 2 minutes or until thickened', 'stir in mashed squash and pepper to taste and heat through', 'in a blender , process the soup in batches until smooth', ""remember to hold unto the cover of the blender or you'll have a mess"", 'pour soup into bowls', 'garnish with pumpernickle cutouts']",this looks delicious. it was given me by a coworker who says her mother makes it every thanksgiving. prep time does not include the time to cook and mash the acorn squash.,"pumpernickel bread, butter, olive oil, salt, garlic clove, onion, celery, flour, chicken bouillon granule, dill weed, curry powder, cayenne pepper, kosher salt, chicken broth, evaporated milk, acorn squash, black pepper",17.0,315.7,24.0,4.0,30.0,19.0,40.0,11.0
